Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute9,Attribute11,Attribute12,Attribute13,Attribute15,Attribute14_1.0,Attribute14_2.0,Attribute14_3.0,Attribute14_4.0,Attribute14_5.0,Attribute14_6.0,Attribute14_7.0,Attribute14_8.0,Attribute16_Yes,Y
0.9375,0.6511627906976745,0.5021097046413502,0.03979275518112047,0.1057391987660663,0.3348333997079516,0.3679245283018868,0.2638888888888889,0.71875,0.6822107081174451,0.49787234042553197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46798830029249266,1
0.7708333333333333,0.5784883720930232,0.5274261603375527,0.021794871794871794,0.12293144208037828,0.15555555555555556,0.3018867924528302,0.20833333333333331,0.7395833333333334,0.5008635578583771,0.4276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.625,0.6889534883720929,0.4978902953586497,0.047435897435897434,0.1057391987660663,0.3348333997079516,0.24528301886792453,0.18055555555555555,0.9791666666666666,0.6077968858154712,0.4872340425531915,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.7708333333333333,0.6482558139534884,0.4957805907172996,0.024358974358974356,0.03309692671394799,0.07407407407407407,0.4056603773584906,0.20833333333333331,0.875,0.6735751295336811,0.474468085106383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.6875,0.6366279069767442,0.5464135021097046,0.007692307692307692,0.17966903073286053,0.6888888888888889,0.17924528301886794,0.18055555555555555,0.5625,0.5474956822107089,0.5617021276595745,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.2708333333333333,0.8837209302325582,0.7616033755274262,0.20384615384615384,0.09929078014184399,0.711111111111111,0.4528301886792453,0.3611111111111111,0.5833333333333334,0.48531951640759985,0.7808510638297872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.375,0.6569767441860466,0.6476793248945147,0.03979275518112047,0.1843971631205674,0.1925925925925926,0.6132075471698113,0.3333333333333333,0.28124999999999994,0.5302245250431774,0.6382978723404255,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.46798830029249266,1
0.7083333333333333,0.6162790697674418,0.580168776371308,0.046153846153846156,0.1057391987660663,0.3348333997079516,0.14150943396226418,0.05555555555555555,0.59375,0.7443868739205541,0.5787234042553191,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.5625,0.5784883720930232,0.4556962025316455,0.002564102564102564,0.08510638297872342,0.4222222222222222,0.330188679245283,0.2638888888888889,0.75,0.832469775474955,0.4319148936170213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.4583333333333333,0.4680232558139535,0.40295358649789026,0.047435897435897434,0.023640661938534282,0.4666666666666666,0.5283018867924528,0.3055555555555555,0.8020833333333334,0.5785837651122634,0.35957446808510635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
