Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute9,Attribute11,Attribute12,Attribute13,Attribute15,Attribute14_1.0,Attribute14_2.0,Attribute14_3.0,Attribute14_4.0,Attribute14_5.0,Attribute14_6.0,Attribute14_7.0,Attribute14_8.0,Attribute16_Yes,Y
0.7916666666666666,0.4098837209302325,0.47046413502109696,0.0,0.04255319148936171,0.17777777777777776,0.42452830188679247,0.38888888888888884,0.59375,0.756476683937823,0.4765957446808511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.5208333333333333,0.36046511627906974,0.5295358649789029,0.0,0.10573919876606631,0.3348333997079516,0.22641509433962265,0.15277777777777776,0.37499999999999994,0.7772020725388593,0.5297872340425532,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.0,1
1.0,0.5,0.6413502109704642,0.0,0.1843971631205674,0.5259259259259259,0.5471698113207547,0.15277777777777776,0.16666666666666666,0.5993091537132997,0.6276595744680851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2708333333333333,0.8982558139534884,0.6856540084388186,0.08846153846153847,0.1513002364066194,0.014814814814814815,0.5471698113207547,0.41666666666666663,0.78125,0.3972366148531954,0.6829787234042554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.08333333333333333,0.6598837209302325,0.4662447257383966,0.061538461538461535,0.10573919876606631,0.3348333997079516,0.12264150943396225,0.18055555555555555,0.9791666666666666,0.6096718480138179,0.474468085106383,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.75,0.5581395348837209,0.5358649789029536,0.0,0.10573919876606631,0.3348333997079516,0.4056603773584906,0.3055555555555555,0.4583333333333333,0.6077968858154783,0.41914893617021276,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.0,1
0.9166666666666666,0.4738372093023256,0.6033755274261603,0.0,0.2080378250591017,0.8740740740740741,0.14150943396226418,0.18055555555555555,0.3645833333333333,0.5474956822107089,0.6106382978723404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.3958333333333333,0.3023255813953488,0.28481012658227844,0.019230769230769232,0.028368794326241138,0.34814814814814815,0.4528301886792453,0.5416666666666666,0.6666666666666666,0.7288428324697769,0.2936170212765957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.16666666666666666,0.7790697674418604,0.7405063291139241,0.0,0.19858156028368798,0.8518518518518519,0.2641509433962264,0.38888888888888884,0.49999999999999994,0.5405872193436956,0.7425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4375,0.9767441860465116,0.9578059071729957,0.0,0.37352245862884165,0.9703703703703703,0.7358490566037735,0.2638888888888889,0.22916666666666666,0.5181347150259086,0.9361702127659575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9583333333333333,0.5697674418604651,0.47046413502109696,0.04487179487179487,0.10573919876606631,0.3348333997079516,0.4716981132075472,0.3055555555555555,0.6875,0.35233160621761783,0.4,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.8958333333333333,0.5523255813953488,0.43670886075949367,0.10256410256410256,0.10573919876606631,0.3348333997079516,0.14150943396226418,0.18055555555555555,0.9270833333333334,0.5734024179620043,0.39787234042553193,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.2708333333333333,0.8837209302325582,0.6962025316455697,0.26794871794871794,0.03782505910165485,0.014814814814814815,0.44339622641509435,0.3333333333333333,0.9375,0.4645941278065635,0.6170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.875,0.2645348837209302,0.3776371308016877,0.005128205128205128,0.04255319148936171,0.4296296296296296,0.12264150943396225,0.20833333333333331,0.5833333333333334,0.6787564766839367,0.3936170212765957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.35416666666666663,0.5552325581395349,0.550632911392405,0.0,0.10573919876606631,0.3348333997079516,0.49056603773584906,0.15277777777777776,0.6979166666666666,0.5613126079447319,0.5659574468085106,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.0,1
0.9166666666666666,0.3430232558139535,0.32067510548523204,0.0,0.0047281323877068565,0.2740740740740741,0.24528301886792453,0.2638888888888889,0.6354166666666666,0.7754749568221087,0.3148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.9583333333333333,0.37209302325581395,0.47046413502109696,0.011538461538461539,0.10573919876606631,0.3348333997079516,0.5754716981132075,0.4583333333333333,0.6770833333333334,0.4974093264248687,0.4702127659574468,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.5625,0.752906976744186,0.5358649789029536,0.0,0.11820330969267141,0.10370370370370369,0.3867924528301887,0.38888888888888884,0.78125,0.6804835924006909,0.5468085106382978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.020833333333333332,0.4360465116279069,0.3481012658227848,0.026923076923076925,0.10573919876606631,0.3348333997079516,0.34992843201040985,0.27985998193315265,0.6728605453350854,0.34542314335060453,0.48700825576241136,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.375,0.680232558139535,0.5970464135021096,0.028205128205128206,0.11347517730496455,0.2222222222222222,0.2830188679245283,0.3055555555555555,0.5208333333333334,0.6303972366148543,0.6191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.08333333333333333,0.4767441860465116,0.390295358649789,0.0,0.10573919876606631,0.3348333997079516,0.07547169811320754,0.09722222222222221,0.9895833333333334,0.7184801381692587,0.40212765957446805,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.0,1
0.4583333333333333,0.5697674418604651,0.47679324894514763,0.04358974358974359,0.047281323877068564,0.17037037037037034,0.12264150943396225,0.20833333333333331,0.7604166666666666,0.7202072538860094,0.47234042553191485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1.0,0.6598837209302325,0.45780590717299574,0.011538461538461539,0.07092198581560284,0.3348333997079516,0.14150943396226418,0.125,0.9895833333333334,0.6545768566493955,0.45531914893617026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.875,0.6831395348837209,0.5991561181434599,0.0,0.1513002364066194,0.3348333997079516,0.3490566037735849,0.3333333333333333,0.4583333333333333,0.6113989637305721,0.5914893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.9791666666666666,0.7732558139534884,0.5759493670886076,0.03461538461538462,0.10573919876606631,0.3348333997079516,0.3867924528301887,0.2361111111111111,0.8645833333333334,0.7305699481865275,0.553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.3125,0.42441860465116277,0.3776371308016877,0.19999999999999998,0.13711583924349882,0.3111111111111111,0.6792452830188679,0.4583333333333333,0.46874999999999994,0.27461139896373155,0.33404255319148934,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
0.9791666666666666,0.6308139534883721,0.4978902953586497,0.007692307692307692,0.10573919876606631,0.3348333997079516,0.49056603773584906,0.611111111111111,0.7604166666666666,0.6925734024179633,0.4872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.9375,0.29360465116279066,0.47890295358649787,0.0,0.08037825059101655,0.07407407407407407,0.12264150943396225,0.15277777777777776,0.6458333333333334,0.606217616580313,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.3125,0.6918604651162791,0.44514767932489446,0.002564102564102564,0.047281323877068564,0.0,0.20754716981132076,0.2361111111111111,0.8229166666666666,0.7599309153713314,0.44680851063829785,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,0.0,1
0.8333333333333333,0.21220930232558138,0.34599156118143454,0.019230769230769232,0.10573919876606631,0.3348333997079516,0.4528301886792453,0.3055555555555555,0.6666666666666666,0.4455958549222814,0.33404255319148934,0.04632426988922457,0.033736153071500505,0.04582074521651561,0.04682779456193353,0.07200402819738168,0.11127895266868076,0.3031218529707956,0.3388721047331319,1.0,1
