Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute9,Attribute12,Attribute15,Y
0.6037151702786377,0.6302729528535981,0.0,0.07936507936507936,0.6214285714285713,0.22448979591836735,0.25773195876288657,0.6379746835443036,1
0.3993808049535603,0.3846153846153847,0.0,0.03571428571428571,0.5285714285714286,0.26530612244897955,0.5567010309278351,0.3645569620253165,1
0.588235294117647,0.38213399503722084,0.0,0.051587301587301584,0.1357142857142857,0.1326530612244898,0.8144329896907216,0.3620253164556962,1
0.959752321981424,0.8312655086848637,0.0,0.25396825396825395,0.1357142857142857,0.4897959183673469,0.21649484536082475,0.8405063291139241,1
0.696594427244582,0.7344913151364766,0.0,0.15873015873015872,0.9642857142857142,0.4183673469387754,0.29896907216494845,0.7265822784810125,1
0.696594427244582,0.5161290322580646,0.06564551422319474,0.031746031746031744,0.05714285714285714,0.19387755102040813,0.7010309278350515,0.5240506329113923,1
0.6594427244582043,0.38213399503722084,0.0,0.031746031746031744,0.007142857142857143,0.22448979591836735,0.845360824742268,0.389873417721519,1
0.2941176470588235,0.20099255583126552,0.12691466083150985,0.03968253968253968,0.42142857142857143,0.5306122448979591,0.6907216494845361,0.16455696202531644,1
0.5325077399380804,0.35235732009925563,0.1487964989059081,0.11507936507936507,0.45714285714285713,0.7551020408163265,0.711340206185567,0.28354430379746837,1
0.631578947368421,0.7990074441687345,0.0,0.1349206349206349,0.6071428571428571,0.3571428571428571,0.21649484536082475,0.8101265822784811,1
0.43653250773993807,0.29776674937965264,0.015317286652078772,0.011904761904761904,0.15714285714285714,0.11224489795918366,0.8350515463917526,0.3012658227848101,1
0.5201238390092879,0.3101736972704715,0.0175054704595186,0.11904761904761904,0.07142857142857142,0.4693877551020408,0.5773195876288659,0.2556962025316456,1
0.6625386996904024,0.3970223325062035,0.26258205689277897,0.10714285714285715,0.0,0.4183673469387754,0.9278350515463918,0.34683544303797464,1
0.3931888544891641,0.2878411910669975,0.037199124726477024,0.023809523809523808,0.43571428571428567,0.2040816326530612,0.5979381443298969,0.2936708860759494,1
0.36842105263157887,0.3995037220843673,0.0087527352297593,0.03968253968253968,0.3571428571428571,0.22448979591836735,0.5670103092783505,0.37468354430379747,1
0.2941176470588235,0.15632754342431765,0.0350109409190372,0.05952380952380952,0.7071428571428572,0.43877551020408156,0.44329896907216493,0.13164556962025317,1
0.5696594427244581,0.45409429280397023,0.00437636761487965,0.10317460317460317,0.42857142857142855,0.24489795918367344,0.5670103092783505,0.4556962025316455,1
0.631578947368421,0.4937965260545906,0.04157549234135667,0.09523809523809523,0.09999999999999999,0.3571428571428571,0.6907216494845361,0.4911392405063291,1
0.7368421052631579,0.5955334987593053,0.03282275711159737,0.08333333333333333,0.37142857142857144,0.37755102040816324,0.6597938144329897,0.5670886075949368,1
0.3405572755417956,0.21588089330024818,0.08533916849015316,0.055555555555555546,0.2571428571428571,0.7142857142857142,0.711340206185567,0.2151898734177215,1
0.8173374613003095,0.6426799007444169,0.8577680525164114,0.20634920634920634,0.007142857142857143,0.5714285714285714,0.8865979381443299,0.5746835443037974,1
0.3560371517027863,0.2506203473945409,0.0962800875273523,0.1388888888888889,0.5642857142857143,0.5918367346938774,0.6391752577319587,0.21012658227848102,1
0.78328173374613,0.44913151364764264,0.0,0.11507936507936507,0.07142857142857142,0.26530612244897955,0.7422680412371134,0.36708860759493667,1
0.37770897832817335,0.20595533498759305,0.00437636761487965,0.01984126984126984,0.17857142857142855,0.2857142857142857,0.845360824742268,0.18227848101265826,1
0.3993808049535603,0.24813895781637718,0.002188183807439825,0.047619047619047616,0.41428571428571426,0.5306122448979591,0.8762886597938144,0.21012658227848102,1
0.8575851393188854,0.5632754342431763,0.5536105032822757,0.07539682539682539,0.0,0.33673469387755095,0.979381443298969,0.5392405063291139,1
0.5696594427244581,0.36228287841191065,0.0,0.07936507936507936,0.021428571428571425,0.1530612244897959,0.7319587628865979,0.3645569620253165,1
0.5603715170278638,0.4317617866004963,0.175054704595186,0.03968253968253968,0.39999999999999997,0.43877551020408156,0.6391752577319587,0.3949367088607595,1
0.27244582043343646,0.16625310173697272,0.1772428884026258,0.07142857142857142,0.22857142857142856,0.7346938775510203,0.5876288659793815,0.12151898734177216,1
0.15170278637770895,0.22828784119106704,0.0,0.011904761904761904,0.04285714285714285,0.06122448979591838,0.7938144329896907,0.2227848101265823,1
0.4055727554179566,0.23821339950372206,0.4113785557986871,0.027777777777777773,0.0,0.683673469387755,0.9175257731958762,0.21772151898734177,1
0.7956656346749225,0.7741935483870968,0.0,0.23809523809523808,0.42857142857142855,0.2857142857142857,0.44329896907216493,0.6886075949367088,1
0.7244582043343653,0.6898263027295286,0.1050328227571116,0.1706349206349206,0.3428571428571428,0.3571428571428571,0.8969072164948454,0.4784810126582279,1
0.4179566563467492,0.3200992555831266,0.08096280087527352,0.07936507936507936,0.09999999999999999,0.17346938775510204,0.7835051546391752,0.28860759493670884,1
0.6068111455108358,0.761786600496278,0.0,0.1865079365079365,0.6214285714285713,0.6632653061224489,0.11340206185567009,0.7392405063291139,1
0.5913312693498451,0.5632754342431763,0.24288840262582057,0.023809523809523808,0.6,0.26530612244897955,0.30927835051546393,0.5468354430379747,1
0.3405572755417956,0.3052109181141439,0.0,0.043650793650793655,0.6142857142857142,0.33673469387755095,0.5567010309278351,0.27594936708860757,1
0.7708978328173374,0.5508684863523574,0.00437636761487965,0.06746031746031746,0.25,0.4591836734693877,0.5257731958762887,0.5341772151898734,1
0.7337461300309597,0.5632754342431763,0.06126914660831509,0.06746031746031746,0.3428571428571428,0.22448979591836735,0.865979381443299,0.49620253164556966,1
0.41176470588235287,0.5483870967741936,0.0,0.15079365079365079,0.5642857142857143,0.3979591836734694,0.24742268041237114,0.5240506329113923,1
0.6222910216718265,0.5136476426799008,0.1772428884026258,0.06746031746031746,0.46428571428571425,0.2040816326530612,0.5463917525773195,0.5088607594936709,1
0.46439628482972134,0.38957816377171217,0.0,0.1349206349206349,0.07857142857142857,0.510204081632653,0.4020618556701031,0.4025316455696203,1
0.23839009287925694,0.23076923076923078,0.0,0.007936507936507936,0.16428571428571426,0.24489795918367344,0.7938144329896907,0.2253164556962025,1
0.631578947368421,0.4019851116625311,0.10065645514223194,0.15079365079365079,0.10714285714285714,0.4591836734693877,0.4639175257731959,0.3974683544303797,1
0.36532507739938075,0.15136476426799006,0.0437636761487965,0.047619047619047616,0.007142857142857143,0.26530612244897955,0.9278350515463918,0.14936708860759493,1
0.3560371517027863,0.32258064516129037,0.02188183807439825,0.01984126984126984,0.5285714285714286,0.326530612244898,0.711340206185567,0.3240506329113924,1
