,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute9,Attribute11,Attribute12,Attribute13,Attribute15,Attribute14_1.0,Attribute14_2.0,Attribute14_3.0,Attribute14_4.0,Attribute14_5.0,Attribute14_6.0,Attribute14_7.0,Attribute14_8.0,Attribute16_Yes,Y
0,0.041666666666666664,0.42021276595744683,0.6217303822937628,0.0,0.06371111793354636,0.4562888753862041,0.14150943396226418,0.125,0.15151515151515152,0.591059602649004,0.6108870967741936,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
1,0.041666666666666664,0.5984042553191489,0.49496981891348096,0.014102564102564103,0.06371111793354636,0.4562888753862041,0.20754716981132076,0.18055555555555555,0.9090909090909092,0.4486754966887432,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
2,0.041666666666666664,0.5984042553191489,0.432595573440644,0.09999999999999999,0.06371111793354636,0.4562888753862041,0.49056603773584906,0.38888888888888884,0.9292929292929294,0.2632450331125824,0.3951612903225807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
3,0.041666666666666664,0.824468085106383,0.7424547283702215,0.003846153846153846,0.06371111793354636,0.4562888753862041,0.839622641509434,0.6666666666666666,0.38383838383838387,0.34271523178807684,0.743951612903226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,0.041666666666666664,0.4122340425531915,0.7002012072434609,0.0,0.06371111793354636,0.4562888753862041,0.32075471698113206,0.2361111111111111,0.15151515151515152,0.6009933774834408,0.6673387096774195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5,0.041666666666666664,0.5319148936170213,0.6700201207243462,0.0,0.06371111793354636,0.4562888753862041,0.12264150943396225,0.125,0.15151515151515152,0.7019867549668852,0.6653225806451614,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
6,0.041666666666666664,0.4601063829787234,0.488933601609658,0.08076923076923076,0.06371111793354636,0.4562888753862041,0.32075471698113206,0.18055555555555555,0.32323232323232326,0.6986754966887396,0.4858870967741936,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,1.0,0
7,0.041666666666666664,0.39095744680851063,0.488933601609658,0.0,0.06371111793354636,0.4562888753862041,0.24528301886792453,0.2638888888888889,0.19191919191919193,0.7036423841059616,0.49798387096774194,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
8,0.041666666666666664,0.48404255319148937,0.42253521126760574,0.026923076923076925,0.06371111793354636,0.4562888753862041,0.09433962264150943,0.08333333333333333,0.7373737373737375,0.6970198675496704,0.4274193548387097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
9,0.041666666666666664,0.300531914893617,0.2917505030181087,0.09230769230769231,0.06371111793354636,0.4562888753862041,0.19811320754716982,0.2361111111111111,0.7979797979797981,0.48344370860926844,0.30846774193548393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
10,0.041666666666666664,0.16489361702127658,0.36016096579476864,0.001282051282051282,0.06371111793354636,0.4562888753862041,0.03773584905660378,0.09722222222222221,0.5353535353535355,0.8526490066225136,0.36491935483870974,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
11,0.041666666666666664,0.26329787234042556,0.3018108651911469,0.001282051282051282,0.06371111793354636,0.4562888753862041,0.12264150943396225,0.125,0.7575757575757577,0.7549668874172184,0.31854838709677424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
12,0.041666666666666664,0.3670212765957447,0.41851106639839036,0.026923076923076925,0.06371111793354636,0.4562888753862041,0.4716981132075472,0.2638888888888889,0.7979797979797981,0.32781456953642163,0.4294354838709678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
13,0.041666666666666664,0.4015957446808511,0.329979879275654,0.020512820512820513,0.06371111793354636,0.4562888753862041,0.20754716981132076,0.15277777777777776,0.7474747474747476,0.629139072847682,0.33870967741935487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
14,0.041666666666666664,0.32978723404255317,0.5271629778672033,0.0,0.06371111793354636,0.4562888753862041,0.4716981132075472,0.2777777777777778,0.6363636363636365,0.3692052980132452,0.45967741935483875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,0.041666666666666664,0.6303191489361702,0.6881287726358151,0.0,0.06371111793354636,0.4562888753862041,0.22641509433962265,0.09722222222222221,0.33333333333333337,0.5761589403973488,0.6693548387096775,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
16,0.041666666666666664,0.6728723404255319,0.7806841046277667,0.0,0.06371111793354636,0.4562888753862041,0.20754716981132076,0.125,0.23232323232323232,0.6605960264900652,0.7641129032258066,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
17,0.041666666666666664,0.5851063829787234,0.8088531187122737,0.0,0.06371111793354636,0.4562888753862041,0.44339622641509435,0.3055555555555555,0.1717171717171717,0.5132450331125824,0.7681451612903226,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,0
18,0.041666666666666664,0.800531914893617,0.7022132796780686,0.0,0.06371111793354636,0.4562888753862041,0.330188679245283,0.26473316402802544,0.43434343434343436,0.4817880794701992,0.7036290322580647,0.12335958005249344,0.06666666666666667,0.06640419947506562,0.05669291338582677,0.08057742782152232,0.10866141732283464,0.24173228346456693,0.22125984251968503,0.0,1
19,0.041666666666666664,0.5053191489361702,0.557344064386318,0.0,0.06371111793354636,0.4562888753862041,0.16037735849056606,0.15277777777777776,0.4040404040404041,0.6837748344370844,0.5745967741935485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
20,0.041666666666666664,0.553191489361702,0.4346076458752515,0.04487179487179487,0.06371111793354636,0.4562888753862041,0.4528301886792453,0.4861111111111111,0.42424242424242425,0.5480132450331112,0.435483870967742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
